2026-01-15 18:55:14 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 19:24:06 | INFO     | Initial delay complete. Initiating lockout.
2026-01-15 19:24:06 | DEBUG    | Locking screen...
2026-01-15 19:24:09 | DEBUG    | Locking screen...
2026-01-15 19:24:11 | DEBUG    | Locking screen...
2026-01-15 19:24:13 | DEBUG    | Locking screen...
2026-01-15 19:24:15 | DEBUG    | Locking screen...
2026-01-15 19:24:17 | DEBUG    | Locking screen...
2026-01-15 19:24:19 | DEBUG    | Locking screen...
2026-01-15 19:24:21 | DEBUG    | Locking screen...
2026-01-15 19:24:23 | DEBUG    | Locking screen...
2026-01-15 19:24:25 | DEBUG    | Locking screen...
2026-01-15 19:24:27 | DEBUG    | Locking screen...
2026-01-15 19:24:29 | DEBUG    | Locking screen...
2026-01-15 19:24:31 | DEBUG    | Locking screen...
2026-01-15 19:24:34 | DEBUG    | Locking screen...
2026-01-15 19:24:36 | DEBUG    | Locking screen...
2026-01-15 19:24:38 | DEBUG    | Locking screen...
2026-01-15 19:24:40 | DEBUG    | Locking screen...
2026-01-15 19:24:42 | DEBUG    | Locking screen...
2026-01-15 19:24:44 | DEBUG    | Locking screen...
2026-01-15 19:24:46 | DEBUG    | Locking screen...
2026-01-15 19:24:48 | DEBUG    | Locking screen...
2026-01-15 19:24:50 | DEBUG    | Locking screen...
2026-01-15 19:24:52 | DEBUG    | Locking screen...
2026-01-15 19:24:54 | DEBUG    | Locking screen...
2026-01-15 19:24:56 | DEBUG    | Locking screen...
2026-01-15 19:24:59 | DEBUG    | Locking screen...
2026-01-15 19:25:01 | DEBUG    | Locking screen...
2026-01-15 19:25:03 | DEBUG    | Locking screen...
2026-01-15 19:25:05 | DEBUG    | Locking screen...
2026-01-15 19:25:07 | INFO     | Lockout duration finished.
2026-01-15 19:26:27 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 19:26:31 | INFO     | Starting LockOutManager: Delay=60s, Duration=60s
2026-01-15 19:26:31 | INFO     | Waiting for initial delay...
2026-01-15 19:26:52 | INFO     | Stopping LockOutManager...
2026-01-15 19:26:52 | INFO     | LockOutManager stopped.
2026-01-15 19:29:07 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 19:29:12 | INFO     | Starting LockOutManager: Delay=60s, Duration=60s
2026-01-15 19:29:12 | INFO     | Waiting for initial delay...
2026-01-15 19:30:12 | INFO     | Initial delay complete. Initiating lockout.
2026-01-15 19:30:12 | INFO     | Initial delay complete. Initiating lockout.
2026-01-15 19:30:12 | DEBUG    | Locking screen...
2026-01-15 19:30:14 | DEBUG    | Locking screen...
2026-01-15 19:30:16 | DEBUG    | Locking screen...
2026-01-15 19:30:18 | DEBUG    | Locking screen...
2026-01-15 19:30:20 | DEBUG    | Locking screen...
2026-01-15 19:30:22 | DEBUG    | Locking screen...
2026-01-15 19:30:24 | DEBUG    | Locking screen...
2026-01-15 19:30:26 | DEBUG    | Locking screen...
2026-01-15 19:30:29 | DEBUG    | Locking screen...
2026-01-15 19:30:31 | DEBUG    | Locking screen...
2026-01-15 19:30:33 | DEBUG    | Locking screen...
2026-01-15 19:30:35 | DEBUG    | Locking screen...
2026-01-15 19:30:37 | DEBUG    | Locking screen...
2026-01-15 19:30:39 | DEBUG    | Locking screen...
2026-01-15 19:30:41 | DEBUG    | Locking screen...
2026-01-15 19:30:43 | DEBUG    | Locking screen...
2026-01-15 19:30:45 | DEBUG    | Locking screen...
2026-01-15 19:30:47 | DEBUG    | Locking screen...
2026-01-15 19:30:49 | DEBUG    | Locking screen...
2026-01-15 19:30:51 | DEBUG    | Locking screen...
2026-01-15 19:30:53 | DEBUG    | Locking screen...
2026-01-15 19:30:56 | DEBUG    | Locking screen...
2026-01-15 19:30:58 | DEBUG    | Locking screen...
2026-01-15 19:31:00 | DEBUG    | Locking screen...
2026-01-15 19:31:02 | DEBUG    | Locking screen...
2026-01-15 19:31:04 | DEBUG    | Locking screen...
2026-01-15 19:31:06 | DEBUG    | Locking screen...
2026-01-15 19:31:08 | DEBUG    | Locking screen...
2026-01-15 19:31:10 | DEBUG    | Locking screen...
2026-01-15 19:31:12 | INFO     | Lockout duration finished.
2026-01-15 19:32:17 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 19:35:40 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 19:36:13 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 19:37:12 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 19:38:14 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 19:38:28 | INFO     | Starting LockOutManager: Delay=60s, Duration=60s
2026-01-15 19:38:28 | INFO     | Waiting for initial delay...
2026-01-15 19:38:30 | INFO     | Stopping LockOutManager...
2026-01-15 19:38:31 | INFO     | LockOutManager stopped.
2026-01-15 19:38:47 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 19:39:02 | INFO     | Starting LockOutManager: Delay=60s, Duration=60s
2026-01-15 19:39:02 | INFO     | Waiting for initial delay...
2026-01-15 19:39:38 | INFO     | Stopping LockOutManager...
2026-01-15 19:39:39 | INFO     | LockOutManager stopped.
2026-01-15 19:40:43 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 19:42:20 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 19:42:30 | INFO     | Starting LockOutManager: Delay=60s, Duration=60s
2026-01-15 19:42:30 | INFO     | Waiting for initial delay...
2026-01-15 19:42:33 | INFO     | Stopping LockOutManager...
2026-01-15 19:42:33 | INFO     | LockOutManager stopped.
2026-01-15 19:42:41 | INFO     | Starting LockOutManager: Delay=60s, Duration=60s
2026-01-15 19:42:41 | INFO     | Waiting for initial delay...
2026-01-15 19:42:45 | INFO     | Stopping LockOutManager...
2026-01-15 19:42:45 | INFO     | LockOutManager stopped.
2026-01-15 19:42:51 | INFO     | Starting LockOutManager: Delay=60s, Duration=60s
2026-01-15 19:42:51 | INFO     | Waiting for initial delay...
2026-01-15 19:45:39 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 19:48:01 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 19:59:42 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 20:05:28 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 20:05:35 | INFO     | Starting LockOutManager: Delay=60s, Duration=60s
2026-01-15 20:05:35 | INFO     | Waiting for initial delay...
2026-01-15 20:05:39 | INFO     | Stopping LockOutManager...
2026-01-15 20:05:39 | INFO     | LockOutManager stopped.
2026-01-15 20:05:52 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 20:05:52 | INFO     | Initializing application components...
2026-01-15 20:05:54 | INFO     | Starting Lock Me Out...
2026-01-15 20:07:06 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 20:07:32 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 20:07:40 | INFO     | Starting LockOutManager: Delay=60s, Duration=60s
2026-01-15 20:07:40 | INFO     | Waiting for initial delay...
2026-01-15 20:07:52 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 20:07:55 | INFO     | Starting LockOutManager: Delay=60s, Duration=60s
2026-01-15 20:07:55 | INFO     | Waiting for initial delay...
2026-01-15 20:07:58 | INFO     | Stopping LockOutManager...
2026-01-15 20:07:58 | INFO     | LockOutManager stopped.
2026-01-15 20:08:07 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 20:08:50 | INFO     | Starting LockOutManager: Delay=60s, Duration=60s
2026-01-15 20:08:50 | INFO     | Waiting for initial delay...
2026-01-15 20:09:20 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 20:09:22 | INFO     | Starting LockOutManager: Delay=60s, Duration=60s
2026-01-15 20:09:22 | INFO     | Waiting for initial delay...
2026-01-15 20:09:32 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 20:09:34 | INFO     | Starting LockOutManager: Delay=60s, Duration=60s
2026-01-15 20:09:34 | INFO     | Waiting for initial delay...
2026-01-15 20:09:39 | INFO     | Stopping LockOutManager...
2026-01-15 20:09:39 | INFO     | LockOutManager stopped.
2026-01-15 20:09:42 | INFO     | Starting LockOutManager: Delay=60s, Duration=60s
2026-01-15 20:09:42 | INFO     | Waiting for initial delay...
2026-01-15 20:09:45 | INFO     | Stopping LockOutManager...
2026-01-15 20:09:45 | INFO     | LockOutManager stopped.
2026-01-15 20:18:40 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 20:19:33 | INFO     | Starting LockOutManager: Delay=0s, Duration=60s
2026-01-15 20:19:33 | INFO     | Waiting for initial delay...
2026-01-15 20:19:33 | INFO     | Initial delay complete. Initiating lockout.
2026-01-15 20:19:33 | INFO     | Initial delay complete. Initiating lockout.
2026-01-15 20:19:33 | DEBUG    | Locking screen...
2026-01-15 20:19:35 | DEBUG    | Locking screen...
2026-01-15 20:19:38 | DEBUG    | Locking screen...
2026-01-15 20:19:40 | DEBUG    | Locking screen...
2026-01-15 20:19:42 | DEBUG    | Locking screen...
2026-01-15 20:19:44 | DEBUG    | Locking screen...
2026-01-15 20:19:46 | DEBUG    | Locking screen...
2026-01-15 20:19:48 | DEBUG    | Locking screen...
2026-01-15 20:19:50 | DEBUG    | Locking screen...
2026-01-15 20:19:51 | INFO     | Stopping LockOutManager...
2026-01-15 20:19:52 | INFO     | LockOutManager stopped.
2026-01-15 20:20:41 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 20:20:41 | INFO     | Starting LockOutManager: Delay=0s, Duration=60s
2026-01-15 20:20:41 | INFO     | Waiting for initial delay...
2026-01-15 20:20:41 | INFO     | Initial delay complete. Initiating lockout.
2026-01-15 20:20:41 | INFO     | Initial delay complete. Initiating lockout.
2026-01-15 20:20:41 | DEBUG    | Locking screen...
2026-01-15 20:20:43 | DEBUG    | Locking screen...
2026-01-15 20:20:45 | DEBUG    | Locking screen...
2026-01-15 20:20:47 | DEBUG    | Locking screen...
2026-01-15 20:20:49 | DEBUG    | Locking screen...
2026-01-15 20:20:51 | DEBUG    | Locking screen...
2026-01-15 20:20:53 | DEBUG    | Locking screen...
2026-01-15 20:20:55 | DEBUG    | Locking screen...
2026-01-15 20:20:57 | DEBUG    | Locking screen...
2026-01-15 20:21:00 | DEBUG    | Locking screen...
2026-01-15 20:21:02 | DEBUG    | Locking screen...
2026-01-15 20:21:04 | DEBUG    | Locking screen...
2026-01-15 20:21:06 | DEBUG    | Locking screen...
2026-01-15 20:21:08 | DEBUG    | Locking screen...
2026-01-15 20:21:10 | DEBUG    | Locking screen...
2026-01-15 20:21:12 | DEBUG    | Locking screen...
2026-01-15 20:21:14 | DEBUG    | Locking screen...
2026-01-15 20:21:16 | DEBUG    | Locking screen...
2026-01-15 20:21:18 | DEBUG    | Locking screen...
2026-01-15 20:21:21 | DEBUG    | Locking screen...
2026-01-15 20:21:23 | DEBUG    | Locking screen...
2026-01-15 20:21:25 | DEBUG    | Locking screen...
2026-01-15 20:21:27 | DEBUG    | Locking screen...
2026-01-15 20:21:29 | DEBUG    | Locking screen...
2026-01-15 20:21:31 | DEBUG    | Locking screen...
2026-01-15 20:21:33 | DEBUG    | Locking screen...
2026-01-15 20:21:35 | DEBUG    | Locking screen...
2026-01-15 20:21:37 | DEBUG    | Locking screen...
2026-01-15 20:21:39 | DEBUG    | Locking screen...
2026-01-15 20:21:41 | INFO     | Lockout duration finished.
2026-01-15 23:00:58 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 23:15:17 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 23:17:17 | INFO     | Starting LockOutManager: Delay=0s, Duration=60s
2026-01-15 23:17:17 | INFO     | Waiting for initial delay...
2026-01-15 23:17:17 | INFO     | Initial delay complete. Initiating lockout.
2026-01-15 23:17:17 | INFO     | Initial delay complete. Initiating lockout.
2026-01-15 23:17:17 | DEBUG    | Locking screen...
2026-01-15 23:17:19 | DEBUG    | Locking screen...
2026-01-15 23:17:21 | DEBUG    | Locking screen...
2026-01-15 23:17:23 | DEBUG    | Locking screen...
2026-01-15 23:17:25 | DEBUG    | Locking screen...
2026-01-15 23:17:27 | DEBUG    | Locking screen...
2026-01-15 23:17:29 | DEBUG    | Locking screen...
2026-01-15 23:17:31 | DEBUG    | Locking screen...
2026-01-15 23:17:33 | DEBUG    | Locking screen...
2026-01-15 23:17:35 | DEBUG    | Locking screen...
2026-01-15 23:17:38 | DEBUG    | Locking screen...
2026-01-15 23:17:40 | DEBUG    | Locking screen...
2026-01-15 23:17:42 | DEBUG    | Locking screen...
2026-01-15 23:17:44 | DEBUG    | Locking screen...
2026-01-15 23:17:46 | DEBUG    | Locking screen...
2026-01-15 23:19:04 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 23:19:12 | INFO     | Starting LockOutManager: Delay=60s, Duration=60s
2026-01-15 23:19:12 | INFO     | Waiting for initial delay...
2026-01-15 23:19:45 | INFO     | Stopping LockOutManager...
2026-01-15 23:19:46 | INFO     | LockOutManager stopped.
2026-01-15 23:20:05 | INFO     | Starting LockOutManager: Delay=60s, Duration=60s
2026-01-15 23:20:05 | INFO     | Waiting for initial delay...
2026-01-15 23:21:05 | INFO     | Initial delay complete. Initiating lockout.
2026-01-15 23:21:05 | INFO     | Initial delay complete. Initiating lockout.
2026-01-15 23:21:05 | DEBUG    | Locking screen...
2026-01-15 23:21:07 | DEBUG    | Locking screen...
2026-01-15 23:21:09 | DEBUG    | Locking screen...
2026-01-15 23:21:11 | DEBUG    | Locking screen...
2026-01-15 23:21:13 | DEBUG    | Locking screen...
2026-01-15 23:21:15 | DEBUG    | Locking screen...
2026-01-15 23:21:17 | DEBUG    | Locking screen...
2026-01-15 23:21:19 | DEBUG    | Locking screen...
2026-01-15 23:21:21 | DEBUG    | Locking screen...
2026-01-15 23:21:23 | DEBUG    | Locking screen...
2026-01-15 23:21:25 | DEBUG    | Locking screen...
2026-01-15 23:21:27 | DEBUG    | Locking screen...
2026-01-15 23:21:29 | DEBUG    | Locking screen...
2026-01-15 23:21:31 | DEBUG    | Locking screen...
2026-01-15 23:21:33 | DEBUG    | Locking screen...
2026-01-15 23:21:35 | DEBUG    | Locking screen...
2026-01-15 23:21:37 | DEBUG    | Locking screen...
2026-01-15 23:21:39 | DEBUG    | Locking screen...
2026-01-15 23:21:41 | DEBUG    | Locking screen...
2026-01-15 23:21:44 | DEBUG    | Locking screen...
2026-01-15 23:21:46 | DEBUG    | Locking screen...
2026-01-15 23:21:48 | DEBUG    | Locking screen...
2026-01-15 23:21:50 | DEBUG    | Locking screen...
2026-01-15 23:21:52 | DEBUG    | Locking screen...
2026-01-15 23:21:54 | DEBUG    | Locking screen...
2026-01-15 23:21:56 | DEBUG    | Locking screen...
2026-01-15 23:21:58 | DEBUG    | Locking screen...
2026-01-15 23:22:00 | DEBUG    | Locking screen...
2026-01-15 23:22:02 | DEBUG    | Locking screen...
2026-01-15 23:22:04 | DEBUG    | Locking screen...
2026-01-15 23:22:06 | INFO     | Lockout duration finished.
2026-01-15 23:24:21 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 23:24:21 | INFO     | Starting LockOutManager: Delay=0s, Duration=60s
2026-01-15 23:24:21 | INFO     | Waiting for initial delay...
2026-01-15 23:24:21 | INFO     | Initial delay complete. Initiating lockout.
2026-01-15 23:24:21 | INFO     | Initial delay complete. Initiating lockout.
2026-01-15 23:24:21 | DEBUG    | Locking screen...
2026-01-15 23:24:23 | DEBUG    | Locking screen...
2026-01-15 23:24:26 | DEBUG    | Locking screen...
2026-01-15 23:24:28 | DEBUG    | Locking screen...
2026-01-15 23:24:30 | DEBUG    | Locking screen...
2026-01-15 23:24:32 | DEBUG    | Locking screen...
2026-01-15 23:24:34 | DEBUG    | Locking screen...
2026-01-15 23:24:36 | DEBUG    | Locking screen...
2026-01-15 23:24:38 | DEBUG    | Locking screen...
2026-01-15 23:24:40 | DEBUG    | Locking screen...
2026-01-15 23:24:42 | DEBUG    | Locking screen...
2026-01-15 23:24:44 | DEBUG    | Locking screen...
2026-01-15 23:24:46 | DEBUG    | Locking screen...
2026-01-15 23:24:48 | DEBUG    | Locking screen...
2026-01-15 23:24:50 | DEBUG    | Locking screen...
2026-01-15 23:24:52 | DEBUG    | Locking screen...
2026-01-15 23:24:54 | DEBUG    | Locking screen...
2026-01-15 23:24:56 | DEBUG    | Locking screen...
2026-01-15 23:24:58 | DEBUG    | Locking screen...
2026-01-15 23:25:00 | DEBUG    | Locking screen...
2026-01-15 23:25:02 | DEBUG    | Locking screen...
2026-01-15 23:25:04 | DEBUG    | Locking screen...
2026-01-15 23:25:07 | DEBUG    | Locking screen...
2026-01-15 23:25:09 | DEBUG    | Locking screen...
2026-01-15 23:25:11 | DEBUG    | Locking screen...
2026-01-15 23:25:13 | DEBUG    | Locking screen...
2026-01-15 23:25:15 | DEBUG    | Locking screen...
2026-01-15 23:25:17 | DEBUG    | Locking screen...
2026-01-15 23:25:19 | DEBUG    | Locking screen...
2026-01-15 23:25:21 | DEBUG    | Locking screen...
2026-01-15 23:25:23 | INFO     | Lockout duration finished.
2026-01-15 23:35:09 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 23:35:17 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 23:35:41 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 23:36:12 | INFO     | Starting LockOutManager: Delay=85260s, Duration=60s
2026-01-15 23:36:12 | INFO     | Waiting for initial delay...
2026-01-15 23:36:37 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 23:36:37 | ERROR    | Failed to load schedules: Expecting value: line 1 column 1 (char 0)
2026-01-15 23:36:58 | INFO     | Starting LockOutManager: Delay=60s, Duration=60s
2026-01-15 23:36:58 | INFO     | Waiting for initial delay...
2026-01-15 23:37:50 | INFO     | Stopping LockOutManager...
2026-01-15 23:37:50 | INFO     | LockOutManager stopped.
2026-01-15 23:38:07 | INFO     | Starting LockOutManager: Delay=0s, Duration=60s
2026-01-15 23:38:07 | INFO     | Waiting for initial delay...
2026-01-15 23:38:07 | INFO     | Initial delay complete. Initiating lockout.
2026-01-15 23:38:07 | INFO     | Initial delay complete. Initiating lockout.
2026-01-15 23:38:07 | DEBUG    | Locking screen...
2026-01-15 23:38:09 | DEBUG    | Locking screen...
2026-01-15 23:38:11 | DEBUG    | Locking screen...
2026-01-15 23:38:13 | DEBUG    | Locking screen...
2026-01-15 23:38:15 | DEBUG    | Locking screen...
2026-01-15 23:38:17 | DEBUG    | Locking screen...
2026-01-15 23:38:19 | DEBUG    | Locking screen...
2026-01-15 23:38:21 | DEBUG    | Locking screen...
2026-01-15 23:38:23 | DEBUG    | Locking screen...
2026-01-15 23:38:25 | DEBUG    | Locking screen...
2026-01-15 23:38:27 | DEBUG    | Locking screen...
2026-01-15 23:38:29 | DEBUG    | Locking screen...
2026-01-15 23:38:31 | DEBUG    | Locking screen...
2026-01-15 23:38:33 | DEBUG    | Locking screen...
2026-01-15 23:38:35 | DEBUG    | Locking screen...
2026-01-15 23:38:37 | DEBUG    | Locking screen...
2026-01-15 23:38:40 | DEBUG    | Locking screen...
2026-01-15 23:38:42 | DEBUG    | Locking screen...
2026-01-15 23:38:44 | DEBUG    | Locking screen...
2026-01-15 23:38:46 | DEBUG    | Locking screen...
2026-01-15 23:38:48 | DEBUG    | Locking screen...
2026-01-15 23:38:50 | DEBUG    | Locking screen...
2026-01-15 23:38:52 | DEBUG    | Locking screen...
2026-01-15 23:38:54 | DEBUG    | Locking screen...
2026-01-15 23:38:56 | DEBUG    | Locking screen...
2026-01-15 23:38:58 | DEBUG    | Locking screen...
2026-01-15 23:39:00 | DEBUG    | Locking screen...
2026-01-15 23:39:02 | DEBUG    | Locking screen...
2026-01-15 23:39:04 | DEBUG    | Locking screen...
2026-01-15 23:39:06 | DEBUG    | Locking screen...
2026-01-15 23:39:08 | INFO     | Lockout duration finished.
2026-01-15 23:39:37 | INFO     | Starting LockOutManager: Delay=86280s, Duration=60s
2026-01-15 23:39:37 | INFO     | Waiting for initial delay...
2026-01-15 23:40:15 | INFO     | Stopping LockOutManager...
2026-01-15 23:40:15 | INFO     | LockOutManager stopped.
2026-01-15 23:40:23 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 23:40:49 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 23:41:25 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 23:41:25 | INFO     | Starting LockOutManager: Delay=180s, Duration=840s
2026-01-15 23:41:25 | INFO     | Waiting for initial delay...
2026-01-15 23:41:50 | INFO     | Stopping LockOutManager...
2026-01-15 23:41:51 | INFO     | LockOutManager stopped.
2026-01-15 23:43:46 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 23:44:35 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 23:44:35 | INFO     | Starting LockOutManager: Delay=300s, Duration=300s
2026-01-15 23:44:35 | INFO     | Waiting for initial delay...
2026-01-15 23:50:07 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 23:50:07 | INFO     | Starting LockOutManager: Delay=172s, Duration=120s
2026-01-15 23:50:07 | INFO     | Waiting for initial delay...
2026-01-15 23:50:32 | DEBUG    | Logging initialized. Logs saved to: /home/kalebtata/Projects/lock_me_out/outputs/app.log
2026-01-15 23:51:02 | INFO     | Starting LockOutManager: Delay=0s, Duration=477s
2026-01-15 23:51:02 | INFO     | Waiting for initial delay...
2026-01-15 23:51:02 | INFO     | Initial delay complete. Initiating lockout.
2026-01-15 23:51:02 | INFO     | Initial delay complete. Initiating lockout.
2026-01-15 23:51:02 | DEBUG    | Locking screen...
2026-01-15 23:51:04 | DEBUG    | Locking screen...
2026-01-15 23:51:06 | DEBUG    | Locking screen...
2026-01-15 23:51:08 | DEBUG    | Locking screen...
2026-01-15 23:51:10 | DEBUG    | Locking screen...
2026-01-15 23:51:12 | DEBUG    | Locking screen...
2026-01-15 23:51:14 | DEBUG    | Locking screen...
2026-01-15 23:51:16 | DEBUG    | Locking screen...
2026-01-15 23:51:18 | DEBUG    | Locking screen...
2026-01-15 23:51:20 | DEBUG    | Locking screen...
2026-01-15 23:51:22 | DEBUG    | Locking screen...
2026-01-15 23:51:25 | DEBUG    | Locking screen...
2026-01-15 23:51:27 | DEBUG    | Locking screen...
2026-01-15 23:51:29 | DEBUG    | Locking screen...
2026-01-15 23:51:31 | DEBUG    | Locking screen...
2026-01-15 23:51:33 | DEBUG    | Locking screen...
2026-01-15 23:51:35 | DEBUG    | Locking screen...
2026-01-15 23:51:37 | DEBUG    | Locking screen...
2026-01-15 23:51:39 | DEBUG    | Locking screen...
2026-01-15 23:51:41 | DEBUG    | Locking screen...
2026-01-15 23:51:43 | DEBUG    | Locking screen...
2026-01-15 23:51:45 | DEBUG    | Locking screen...
2026-01-15 23:51:47 | DEBUG    | Locking screen...
2026-01-15 23:51:49 | DEBUG    | Locking screen...
2026-01-15 23:51:51 | DEBUG    | Locking screen...
2026-01-15 23:51:53 | DEBUG    | Locking screen...
2026-01-15 23:51:55 | DEBUG    | Locking screen...
2026-01-15 23:51:57 | DEBUG    | Locking screen...
2026-01-15 23:51:59 | DEBUG    | Locking screen...
2026-01-15 23:52:01 | DEBUG    | Locking screen...
2026-01-15 23:52:03 | DEBUG    | Locking screen...
2026-01-15 23:52:05 | DEBUG    | Locking screen...
2026-01-15 23:52:07 | DEBUG    | Locking screen...
2026-01-15 23:52:09 | DEBUG    | Locking screen...
2026-01-15 23:52:11 | DEBUG    | Locking screen...
2026-01-15 23:52:14 | DEBUG    | Locking screen...
